user.name	tweet.location	tweet.geoLocation	tweet.retweet	tweet.content	block.numsenti.negative	senti.neutral	senti.positive	senti.compound
tmj_phx_sales	Phoenix, AZ	-112.1072528,33.5973469	false	Can you recommend anyone for this #job? Strategic Accounts Sourcing Assistant - https://t.co/NDJf4lhhVv #Sales #Phoenix, AZ #Hiring	352	0.0	0.857	0.143	0.3612
PracticalArt	Phoenix, AZ	-112.07415,33.51102	false	Feelin' festive on this beautiful Tuesday! Come by and #shoplocal with us - we are open 10am to https://t.co/ww5H4DwhRU	254	0.0	0.69	0.31	0.8016
tmj_phx_hrta	Phoenix, AZ	-112.1223518,33.5805129	false	This #job might be a great fit for you: Restaurant Associate Line Cook - https://t.co/5RnFSPKLem #parttime #Hospitality #Phoenix, AZ	332	0.0	0.694	0.306	0.765
DGCareers	Phoenix, AZ	-112.0740373,33.4483771	false	Interested in a #job in #Phoenix, AZ? This could be a great fit: https://t.co/VIaLcouBI5 #Diversity #BusinessMgmt https://t.co/cikRT8bfpj	174	0.0	0.563	0.437	0.8519
tmj_phx_nursing	Phoenix, AZ	-112.0740373,33.4483771	false	Can you recommend anyone for this #job? Licensed Practical Nurse LPN - PT Eve - Kindred Transitional Care &... - https://t.co/I5PiDotWfw	174	0.0	0.737	0.263	0.6908
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	If you're looking for work in #Phoenix, AZ, check out this #job: https://t.co/N4bZGzEuFc #SignOnBonus #NurseLife https://t.co/YWurTCufUr	196	0.0	1.0	0.0	0.0
PLRGRESALE	Phoenix, AZ	-112.047979,33.523871	false	Love these perfect holiday heels by @badgleymischka at Uptown! Size 9.5 and on sale for just https://t.co/J2rNnWoInz	256	0.0	0.562	0.438	0.8977
RHLegalJobs	Phoenix, AZ	-112.0595603,33.5636878	false	This #job might be a great fit for you: Paralegal - https://t.co/6unnFwmMIP #RHLegalJobs #Legal #Phoenix, AZ #Hiring	315	0.0	0.663	0.337	0.765
tmj_AZS_HRTA	Phoenix, AZ	-111.9768837,33.5834251	false	If you're looking for work in #Phoenix, AZ, check out this #job: https://t.co/F6wXaBcoJi #parttime #Hospitality #Veterans #Hiring	340	0.0	1.0	0.0	0.0
Westgate_AZ	Arizona, USA	-112.26148014,33.53387234	false	Skate like no one's watching...  #SkateWestgateAZ #LinkInBio #WestgateAZ @ Westgate https://t.co/0XAB6e2cc6	264	0.173	0.63	0.197	0.0772
tmj_phx_cosmo	Chandler, AZ	-111.9655179,33.3179223	false	If you're looking for work in #Chandler, AZ, check out this #job: https://t.co/sm1nCjYq0o #Cosmetology #Hiring #CareerArc	40	0.0	1.0	0.0	0.0
tmj_phx_transp	Phoenix, AZ	-112.2026347,33.4304026	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/ACaHMTEwBg #Transportation #Hiring #CareerArc	147	0.0	0.839	0.161	0.3612
YoungsCareers	Phoenix, AZ	-112.0740373,33.4483771	false	We're #hiring! Read about our latest #job opening here: Sales Support - Strategic Retail - https://t.co/ASGZdpDpQ1 https://t.co/HOO1Mu97mT	174	0.0	0.824	0.176	0.4574
tmj_phx_acct	Phoenix, AZ	-112.1251372,33.514162	false	Want to work in #Phoenix, AZ? View our latest opening: https://t.co/Lr2kOKQBTy #Job #Accounting #Jobs #Hiring #CareerArc	251	0.0	0.92	0.08	0.0772
LNRisk_Jobs	Phoenix, AZ	-112.0740373,33.4483771	false	This #job might be a great fit for you: Crime Analyst - https://t.co/rNNZM79WiK #Manufacturing #Phoenix, AZ #Hiring	174	0.158	0.543	0.299	0.4767
ozarmy	Arizona, USA	-112.25310446,33.6739225	false	Off to Dallas today! Going to be a fun trip have some cool pieces coming stay tuned! For booking https://t.co/wENKxkF02U	424	0.0	0.733	0.267	0.7339
tmj_phx_hrta	Arizona, USA	-112.2229771,33.6377787	false	See our latest #Peoria, AZ #job and click to apply: Day Baker - https://t.co/zXSetLguXj #parttime #Hospitality #Veterans #Hiring #CareerArc	386	0.0	1.0	0.0	0.0
tmj_phx_health	Phoenix, AZ	-112.0863874,33.5080943	false	This #job might be a great fit for you: Med/Surg ICU CNA (Full Time / Evening) - https://t.co/3K1RXiOApC #Healthcare #Phoenix, AZ #Hiring	254	0.0	0.72	0.28	0.765
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Interested in a #job in #Phoenix, AZ? This could be a great fit: https://t.co/QZZjJeMnX8 #SignOnBonus #NurseLife https://t.co/5iO22cVjcU	196	0.0	0.563	0.437	0.8519
ShopDesertLotus	Anthem, AZ	-112.14979,33.86571	false	Great Christmas present for that hard to please girl! Super warm and ultra comfy! https://t.co/j5x89b8KkE	630	0.058	0.413	0.529	0.9078
Choocoolatte	Phoenix, AZ	-112.07418961,33.4592899	false	The #Creator always provided! Theeee best meeting ever! #Building an amazing #business https://t.co/N2I6k4mijp	194	0.0	0.562	0.438	0.8619
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Join the St. Luke's Medical Center team! See our latest #job opening here: https://t.co/APw16QkKpV #MedField #HospitalJobs #Phoenix, AZ	196	0.0	0.872	0.128	0.3595
tmj_phx_cler	Phoenix, AZ	-112.0863874,33.5080943	false	Want to work in #Phoenix, AZ? View our latest opening: https://t.co/zkQrrPImyC #Job #Clerical #Jobs #Hiring #CareerArc	254	0.0	0.92	0.08	0.0772
WorkAtEBB	Phoenix, AZ	-112.045781,33.5087117	false	Join the All brands Logo team! See our latest #job opening here: https://t.co/olyjHjJZ14 #careerarc #Hospitality #Phoenix, AZ #Hiring	256	0.0	0.872	0.128	0.3595
PLRGRESALE	Phoenix, AZ	-112.047979,33.523871	false	Cutesy little keyhole dress at Uptown! By The Vintage Shop, this cutie is a size S and only https://t.co/pOpYLq4Lsd	256	0.0	0.705	0.295	0.7405
tmj_phx_hrta	Phoenix, AZ	-112.1223518,33.5805129	false	Want to work at Panera Bread? We're #hiring in #Phoenix, AZ! Click for details: https://t.co/y7oSbdNkTg #parttime #Hospitality #Veterans	332	0.0	0.914	0.086	0.1511
tmj_phx_nursing	Phoenix, AZ	-112.0740373,33.4483771	false	We're #hiring! Read about our latest #job opening here: Wound Care RN - PT - Kindred Transitional Care &... - https://t.co/gWAV9WpAkK	174	0.0	0.705	0.295	0.7712
CaniacCareers	Arizona, USA	-112.2298175,33.6390058	false	Want to work at Raising Cane's? We're #hiring in #Glendale, AZ! Click for details: https://t.co/zvK16iMMAC #Job https://t.co/R8Pa6z13ez	386	0.0	0.91	0.09	0.1511
zach_garcia	Tempe, AZ	-111.9632416,33.4082298	false	superfarm_supertruck in the lot today! @brightsidechef cooking me up some tasty eats! https://t.co/dwphdk6UMK	140	0.0	1.0	0.0	0.0
tmj_phx_health	Phoenix, AZ	-112.0740373,33.4483771	false	Want to work at Aerotek? We're #hiring in #Phoenix, AZ! Click for details: https://t.co/H6PgzBYbxA #Job #Healthcare #Jobs #CareerArc	174	0.0	0.914	0.086	0.1511
mikekhaley	Phoenix, AZ	-111.9994806,33.43627713	false	I'm at Phoenix Sky Harbor International Airport - @phxskyharbor in Phoenix, AZ https://t.co/12kIp5Cieh	178	0.0	1.0	0.0	0.0
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Want to work in #Phoenix, AZ? View our latest opening: https://t.co/prgMFYnXXQ #Job #SignOnBonus #NurseLife https://t.co/MnUa7sBCrz	196	0.0	0.915	0.085	0.0772
DesertViewRealt	Arizona, USA	-112.162251,33.527825	false	Large 3 bedroom, 2 bathroom townhome with an open floorplan and a private enclosed patio area. Home has no carpet  https://t.co/wTIxLZTr9q	269	0.115	0.885	0.0	-0.296
tmj_phx_jobs	Phoenix, AZ	-112.0740373,33.4483771	false	We're #hiring! Read about our latest #job opening here: Operational Risk Consultant 4 - https://t.co/oMCuLbabNX #Phoenix, AZ #Veterans	174	0.13	0.87	0.0	-0.3382
tmj_phx_it	Phoenix, AZ	-112.0740373,33.4483771	false	Join the Wells Fargo team! See our latest #job opening here: https://t.co/IrL0NJCQEj #IT #Phoenix, AZ #Veterans #Hiring #CareerArc	174	0.0	0.781	0.219	0.5411
tmj_phx_hrta	Avondale, AZ	-112.2743801,33.4643556	false	We're #hiring! Click to apply: Catering Coordinator - https://t.co/msGmTNcCcw #Job #parttime #Hospitality #Avondale, AZ #Veterans #Jobs	183	0.0	1.0	0.0	0.0
recruiteraz	Phoenix, AZ	-112.0863874,33.5080943	false	This #job might be a great fit for you: Academic Success Consultant - https://t.co/C62S5kd5YT #Education #Phoenix, AZ #Hiring	254	0.0	0.558	0.442	0.8834
StJosephsJobs	Phoenix, AZ	-112.0863874,33.5080943	false	If you're looking for work in #Phoenix, AZ, check out this #job: https://t.co/7xgkl6iQlA #Healthcare #Hiring	254	0.0	1.0	0.0	0.0
deannerussell	Phoenix, AZ	-112.0863874,33.5080943	false	Want to work at St Josephs Hospital & Med Center? We're #hiring in #Phoenix, AZ! Click for details: https://t.co/YprFiZWqZ7 #Job #Nursing	254	0.0	0.923	0.077	0.1511
_GlendaleAZ	Arizona, USA	-112.19,33.54	false	clear sky -> broken clouds temperature up 45F -> 56F humidity down 65% -> 28% wind 5mph -> 3mph	268	0.137	0.749	0.115	-0.128
tmj_phx_health	Phoenix, AZ	-112.1123006,33.6629851	false	If you're looking for work in #Phoenix, AZ, check out this #job: https://t.co/9D0lqh5gjI #Healthcare #Hiring #CareerArc	412	0.0	1.0	0.0	0.0
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	This #job might be a great fit for you: Registered Nurse - Clinical Coordinator - ICU - Full Time - Nights - https://t.co/0r4q2xkgdG	196	0.0	0.694	0.306	0.765
tmj_phx_nursing	Sun City, AZ	-112.2718239,33.5975393	false	This #job might be a great fit for you: Post Partum (30991) - https://t.co/tsLdJIKEL1 #Nursing #SunCity, AZ #Hiring #CareerArc	343	0.0	0.694	0.306	0.765
applecore98	Arizona, USA	-112.18718,33.62215	false	Yes, somebody please say #pizza @ Sun Creek Apartments https://t.co/LxYXFKO8X4	368	0.0	0.583	0.417	0.6124
tmj_phx_hrta	Arizona, USA	-112.2727563,33.7118355	false	Join the Panera Bread team! See our latest #job opening here: https://t.co/JYReoKow5p #parttime #Hospitality #Peoria, AZ #Veterans #Hiring	463	0.0	0.872	0.128	0.3595
tmj_phx_sales	Phoenix, AZ	-112.0740373,33.4483771	false	Want to work at WM? We're #hiring in #Phoenix, AZ! Click for details: https://t.co/L3i7seNxw3 #Job #Sales #Veterans #Jobs #CareerArc	174	0.0	0.919	0.081	0.1511
TotalTrafficPHX	Phoenix, AZ	-112.1172,33.66892	false	Accident in #Phoenix on Lp 101 at 27th Ave --- Exit 23a #PHXtraffic https://t.co/hUIi7YWVvM	432	0.193	0.807	0.0	-0.4767
tmj_phx_cstsrv	Phoenix, AZ	-112.0740373,33.4483771	false	If you're looking for work in #Phoenix, AZ, check out this #job: https://t.co/0gvEi05NIf #CustomerService #Hiring #CareerArc	174	0.0	1.0	0.0	0.0
tmj_phx_labor	Phoenix, AZ	-112.0740373,33.4483771	false	See our latest #Phoenix, AZ #job and click to apply: AZ - Warehouse Person On-Call (Nights) - https://t.co/kbo2fEeGn9 #warehouse #Hiring	174	0.0	1.0	0.0	0.0
tmj_phx_retail	Phoenix, AZ	-112.029752,33.5106684	false	We're #hiring! Click to apply: Store Manager - https://t.co/nVIIM1TuMh #Job #Retail #Phoenix, AZ #Jobs #CareerArc	257	0.0	1.0	0.0	0.0
tmj_phx_health	Phoenix, AZ	-112.0708775,33.5694587	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/CVLWWTsrcA #Healthcare #Hiring #CareerArc	314	0.0	0.839	0.161	0.3612
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Want to work at St. Luke's Medical Center? We're #hiring in #Phoenix, AZ! Click for details: https://t.co/cSL1uFFcWV	196	0.0	0.91	0.09	0.1511
TomBrownAZ	Phoenix, AZ	-112.02866271,33.50859735	false	Ooooh! This looks good in our new @faithtalk1360 kitchen. It is from gracetoyou (and I suspect https://t.co/JuAHS6j5ef	257	0.113	0.722	0.165	0.2481
QueenieNirvana	Phoenix, AZ	-112.07638889,33.52833333	false	Dear In-N-Out, I love you <3 They finally opened one near my house! #innout #seasonsgreetings https://t.co/nXQIUBLUGE	274	0.0	0.546	0.454	0.8748
HonorHealthJobs	Phoenix, AZ	-112.1123006,33.6629851	false	We're #hiring! Click to apply: Pediatrician - https://t.co/U6mvkJ4BmK #Job #Physician #Phoenix, AZ #Jobs https://t.co/hkp6R89aUI	412	0.0	1.0	0.0	0.0
FiservCareers	Phoenix, AZ	-112.0740373,33.4483771	false	Can you recommend anyone for this #job? Inbound Customer Care - https://t.co/EH1DhS3KdE #CustomerService #Phoenix, https://t.co/oE0oKyrq3h	174	0.0	0.678	0.322	0.6908
dressbarnjobs	Phoenix, AZ	-112.0182329,33.6629442	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/zeSqK9fyG2 #Sales #Hiring	417	0.0	0.828	0.172	0.3612
tmj_phx_nursing	Sun City, AZ	-112.2718239,33.5975393	false	If you're looking for work in #SunCity, AZ, check out this #job: https://t.co/PdeuG91ygx #Nursing #Hiring #CareerArc	343	0.0	1.0	0.0	0.0
MrsHillermann	Phoenix, AZ	-111.96161111,33.51472222	false	#hikersrock Last week a group of #hikers brought this #christmastree to the #topofthemountain https://t.co/sns0KCz242	260	0.0	1.0	0.0	0.0
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	We're #hiring! Click to apply: Registered Nurse Traveler - Intensive Care Unit - Full Time - https://t.co/vp6eD720uu	196	0.0	0.788	0.212	0.5411
tmj_phx_health	Phoenix, AZ	-112.0740373,33.4483771	false	Interested in a #job in #Phoenix, AZ? This could be a great fit: https://t.co/W9hoEkQaMI #Healthcare #Hiring #CareerArc	174	0.0	0.563	0.437	0.8519
tmj_phx_jobs	Phoenix, AZ	-112.0740373,33.4483771	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/yPXthwIK1V #Veterans #Hiring #CareerArc	174	0.0	0.839	0.161	0.3612
2WaysPick1	Phoenix, AZ	-112.00010415,33.43598734	false	Single isolation w/dumbbell chest press #wetrainperformance https://t.co/o1Fjb2yCde	178	0.31	0.69	0.0	-0.4019
tmj_phx_hrta	Arizona, USA	-112.2229771,33.6377787	false	This #job might be a great fit for you: Catering Coordinator - https://t.co/cOb6Eb8Xb1 #parttime #Hospitality #Peoria, AZ #Veterans #Hiring	386	0.0	0.694	0.306	0.765
HonorHealthJobs	Phoenix, AZ	-112.1123006,33.6629851	false	Can you recommend anyone for this #job? Family Practice Physician - https://t.co/6JgVauReP7 #Physician #Phoenix, AZ https://t.co/w5TgDahIkf	412	0.0	0.848	0.152	0.3612
tmj_phx_cosmo	Phoenix, AZ	-112.1124809,33.7101008	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/jnSBaEOtE4 #Cosmetology #Hiring #CareerArc	472	0.0	0.839	0.161	0.3612
StJosephsJobs	Phoenix, AZ	-112.0863874,33.5080943	false	Interested in a #job in #Phoenix, AZ? This could be a great fit: https://t.co/5WQFQ6oja6 #Nursing #Hiring	254	0.0	0.542	0.458	0.8519
deannerussell	Phoenix, AZ	-112.0863874,33.5080943	false	See our latest #Phoenix, AZ #job and click to apply: Academic Success Consultant - https://t.co/xsijuoKuGe #Education #Hiring	254	0.0	0.802	0.198	0.5719
recruiteraz	Phoenix, AZ	-112.0863874,33.5080943	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/mkCslwkRLo #Physician #Hiring	254	0.0	0.828	0.172	0.3612
tmj_phx_banking	Phoenix, AZ	-112.0740373,33.4483771	false	Interested in a #job in #Phoenix, AZ? This could be a great fit: https://t.co/SUb362Y8Ao #Banking #Veterans #Hiring #CareerArc	174	0.0	0.583	0.417	0.8519
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/28BHOgPyWt #SignOnBonus #NurseLife #Nursing https://t.co/hsmlKMpGz1	196	0.0	0.848	0.152	0.3612
LovesJobs	Tempe, AZ	-111.972388,33.3907139	false	Want to work at Love's Travel Stops & Country St...? We're #hiring in #Tempe, AZ! Click for details: https://t.co/8PWyRfRCg9	120	0.099	0.834	0.068	-0.1511
tmj_phx_health	Phoenix, AZ	-112.0740373,33.4483771	false	Want to work at CVS Health? We're #hiring in #Phoenix, AZ! Click for details: https://t.co/sbLATvpWpb #Job #Healthcare #Jobs #CareerArc	174	0.0	0.919	0.081	0.1511
joeyboy1	Phoenix, AZ	-112.07428274,33.45823935	false	But fareal...  @ Live 1015 https://t.co/7c2GeKdWZV	194	0.0	1.0	0.0	0.0
tmj_phx_transp	Phoenix, AZ	-112.2026347,33.4304026	false	Interested in a #job in #Phoenix, AZ? This could be a great fit: https://t.co/CndlLnR0O8 #Transportation #Hiring #CareerArc	147	0.0	0.563	0.437	0.8519
tmj_phx_nursing	Phoenix, AZ	-112.0740373,33.4483771	false	This #job might be a great fit for you: Med Surg(32406) - https://t.co/ZR8K8mGBtl #Nursing #Phoenix, AZ #Hiring #CareerArc	174	0.0	0.68	0.32	0.765
zach_garcia	Tempe, AZ	-111.9632416,33.4082298	false	Jonathan's #carnitas tacos from superfarm_supertruck. #tacotuesday #foodtrucktuesday @ Chromis https://t.co/IM3WeKdi8q	140	0.0	1.0	0.0	0.0
tmj_phx_eng	Phoenix, AZ	-112.07,33.45	false	Interested in a #job in #Phoenix, AZ? This could be a great fit: https://t.co/n5Y1fuisiV #Engineering #Hiring #CareerArc	174	0.0	0.563	0.437	0.8519
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	This #job might be a great fit for you: Registered Nurse - Telemetry - Full Time - St Luke's Medical Center - https://t.co/aGOyCeqGQ7	196	0.0	0.708	0.292	0.765
zach_garcia	Tempe, AZ	-111.9632416,33.4082298	false	#porkbelly #tacos from superfarm_supertruck. I'm glad @brightsidechef talked me into these. https://t.co/Vi0YQjE0Tc	140	0.0	0.786	0.214	0.4588
tmj_phx_hrta	Phoenix, AZ	-112.0740373,33.4483771	false	See our latest #Phoenix, AZ #job and click to apply: Host - https://t.co/iAMzsmUNOJ #Hospitality #Veterans #Hiring #CareerArc	174	0.0	1.0	0.0	0.0
MTC_Jobs	Phoenix, AZ	-112.256285,33.4895398	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/xy7sMFdiYz #SpecialEd #Education #Hiring https://t.co/o5TiiUtZ7h	224	0.0	0.848	0.152	0.3612
cecilbuck	Phoenix, AZ	-111.97680613,33.3173008	false	What did the fox say? To the #littleprince he said, "One sees clearly only with the heart. The https://t.co/itiqQQfeL2	40	0.0	0.87	0.13	0.4019
tmj_phx_health	Phoenix, AZ	-112.0740373,33.4483771	false	See our latest #Phoenix, AZ #job and click to apply: Pharmacy Technician - Doctor Calls - https://t.co/0zcH60Fv63 #Healthcare #Hiring	174	0.0	1.0	0.0	0.0
DWPics	Phoenix, AZ	-112.07466567,33.44826233	false	Cocktails before noon? Why of course, when you're photographing a beautiful drink for Uptown https://t.co/PaHpWJQT0H	174	0.0	0.769	0.231	0.5994
tmj_AZS_HRTA	Phoenix, AZ	-111.9836094,33.6021872	false	We're #hiring! Click to apply: Night Baker - https://t.co/WtdsxdPF9u #Job #parttime #Hospitality #Phoenix, AZ #Veterans #Jobs #CareerArc	359	0.0	1.0	0.0	0.0
Valerianus	Phoenix, AZ	-112.120109,33.63878489	false	I'm at Fry's Marketplace - @frysfoodstores in Phoenix, AZ https://t.co/kIlGDRtTZ1	392	0.0	1.0	0.0	0.0
tmj_phx_sales	Phoenix, AZ	-112.0148373,33.4941311	false	Join the O'Reilly Auto Parts team! See our latest #job opening here: https://t.co/gAlWgqf34R #Sales #Phoenix, AZ #Hiring #CareerArc	238	0.0	0.872	0.128	0.3595
zach_garcia	Tempe, AZ	-111.9632416,33.4082298	false	Holy cow these chicken fries from superfarm_supertruck were . Thanks for a great lunch https://t.co/MFAX393M8r	140	0.0	0.611	0.389	0.7906
PhoenixCP	Phoenix, AZ	-112.09379298,33.46889822	false	'I'm overwhelmed': Owner of vandalized Middle Eastern restaurant thanks supporters: via https://t.co/Lrd0tgFaew	193	0.0	0.633	0.367	0.7003
PhoenixCP	Phoenix, AZ	-112.09379298,33.46889822	false	Weather now: broken clouds, 57F, 3 mph east wind. https://t.co/ST031yJhJB	193	0.279	0.721	0.0	-0.4767
nathan_and	Phoenix, AZ	-112.11803554,33.60107962	false	The things we do in my Spanish Class. We got to cook soft rice or arroz con sopa. My students https://t.co/SZ5PDzdtWi	352	0.0	1.0	0.0	0.0
JoeyinPHX	Phoenix, AZ	-111.97707402,33.6761098	false	Taco Tuesday! Dranks! Sandbar! #tacotuesday #tacos #dranks #dosequis #letstacoboutit https://t.co/bu4WkARqd0	440	0.0	1.0	0.0	0.0
tmj_phx_it	Phoenix, AZ	-112.0740373,33.4483771	false	Interested in a #job in #Phoenix, AZ? This could be a great fit: https://t.co/ZkpWPQMSna #IT #Veterans #Hiring #CareerArc	174	0.0	0.583	0.417	0.8519
jacksonfall	Phoenix, AZ	-111.9792,33.59475	false	Get more Bastard for your Buck! THE MANCHILD EP is already recorded, and we couldnt be more https://t.co/ZKF3Akfzm1	339	0.194	0.806	0.0	-0.623
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	If you're looking for work in #Phoenix, AZ, check out this #job: https://t.co/hfME7fNB9s #SignOnBonus #NurseLife https://t.co/WfiP8PJN7Y	196	0.0	1.0	0.0	0.0
tmj_phx_hrta	Phoenix, AZ	-111.9778294,33.3193791	false	This #job might be a great fit for you: Team Member - https://t.co/h4X6UGMpI6 #Hospitality #PHOENIX, AZ #Hiring #CareerArc	40	0.0	0.68	0.32	0.765
tmj_phx_retail	Phoenix, AZ	-112.029752,33.4040693	false	See our latest #Phoenix, AZ #job and click to apply: Regional Manager - https://t.co/Dt7PTcStZ8 #Retail #Hiring #CareerArc	137	0.0	1.0	0.0	0.0
tmj_phx_acct	Phoenix, AZ	-112.0740373,33.4483771	false	We're #hiring! Click to apply: Supervisory Accountant - https://t.co/bX2mdJ3KuH #Job #Accounting #Phoenix, AZ #Veterans #Jobs #CareerArc	174	0.0	1.0	0.0	0.0
TheMarketByJen	Phoenix, AZ	-112.002406,33.4950151	false	On Wednesday, December 14 from 5-9pm, we are hosting a Wild Wednesday fundraiser and will donate https://t.co/JuirfqLJPe	238	0.0	1.0	0.0	0.0
tmj_phx_nursing	Sun City, AZ	-112.2718239,33.5975393	false	Interested in a #job in #SunCity, AZ? This could be a great fit: https://t.co/SG6gjo28C6 #Nursing #Hiring #CareerArc	343	0.0	0.563	0.437	0.8519
